delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,Fixation.started,polygon.started,key_resp.started,Fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,beep.started,beeeep.started,beeeep.stopped,beep.stopped,response.started,text.started,textbox.started,mouse.started,button.started,response.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart
0.4,1000,exp,9,0,108,4,500.5104855,,500.5050607,500.5104855,500.610502,501.5103934,501.5103934,501.6132045,space,0.0955697,None,501.614793,502.0267067,,502.3121639,502.3121845,502.326195,502.326195,0.0005304,502.326195,504.8130519,80,[0.02],[-0.32666666666666666],[1],[0],[0],[2.49957859999995],1,[2.4996869999999944],[2.4996924000001854],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,9,1,109,10,504.8265357,,504.8192578,504.8265357,504.9265475,505.826436,505.826436,505.9802495,space,0.1378376,None,505.9817954,506.3929049,,506.678832,506.6788528,506.6923471,506.6923471,0.0005236,506.6923471,512.2456645,890,[0.02],[-0.32666666666666666],[1],[0],[0],[5.565567900000133],1,[5.5656755999998495],[5.565680799999882],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,9,2,110,6,512.258997,,512.2520956,512.258997,512.3590803,513.2588675,513.2588675,522.8615654,space,9.5888857,None,522.8631428,522.974079,523.2902249,523.2755817,523.2756007,523.2902249,523.2902249,0.0005586,523.2902249,524.8101293,290,[0.02],[-0.32666666666666666],[1],[0],[0],[1.5333056999998007],1,[1.5334136999999828],[1.5334192000000257],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,9,3,111,9,524.8239634,,524.8165624,524.8239634,524.924367,525.8239298,525.8239298,525.8771634,space,0.0494904,None,525.8788133,525.9904918,,526.2590282,526.2590478,526.2730836,526.2730836,0.0005311,526.2730836,527.9933707,890,[0.02],[-0.32666666666666666],[1],[0],[0],[1.733048399999916],1,[1.7331718000000365],[1.7331774000003861],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,9,4,112,3,528.0069333,,527.9997146,528.0069333,528.1068943,529.0067859,529.0067859,529.0430211,space,0.0214085,None,529.0445436,529.1570266,,529.4444608,529.4444813,529.4560619,529.4560619,0.0005378,529.4560619,539.5441723,,[0.02],[-0.32666666666666666],[1],[0],[0],[10.098214699999971],1,[10.098404899999878],[10.098413499999879],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,9,5,113,5,539.5716429,,539.5553243,539.5716429,539.6557264,540.556098,540.572456,541.3587296,space,0.7872504,None,541.3603716,542.0716916,542.3875028,542.3654519,542.3654669,542.3875028,542.3875028,0.0004538,542.3875028,545.7078617,200,[0.02],[-0.32666666666666666],[1],[0],[0],[3.3411997999996856],1,[3.341312300000027],[3.34131780000007],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,400,unexp,9,6,114,0,545.721361,,545.7143788,545.721361,545.82133,546.7213635,546.7213635,547.1082196,space,0.3771332,None,547.1097718,547.2209487,547.5370806,547.5256794,547.525699,547.5370806,547.5370806,0.0005439,547.5370806,551.9735705,400,[0.02],[-0.32666666666666666],[1],[0],[0],[4.446580300000278],1,[4.446689699999752],[4.446694899999784],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,9,7,115,7,551.9870332,,551.9801136,551.9870332,552.0870451,552.9870202,552.9870202,553.02414,space,None,None,553.0256764,553.4373992,,553.7108922,553.7109107,553.7201359,553.7201359,0.0004749,553.7201359,555.9075767,120,[0.02],[-0.32666666666666666],[1],[0],[0],[2.195312400000148],1,[2.195470099999966],[2.195477600000231],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,9,8,116,11,555.935902,,555.9172164,555.935902,556.0199568,556.9198026,556.9366252,557.0391582,space,0.1022524,None,557.042194,557.7529393,558.0690315,558.0516917,558.0517117,558.0690315,558.0690315,0.000631,558.0690315,559.4562317,700,[0.02],[-0.32666666666666666],[1],[0],[0],[1.4031450000002224],1,[1.4032523000000765],[1.4032578000001195],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,400,unexp,9,9,117,1,559.4694574,,559.4628761,559.4694574,559.5695286,560.4693435,560.4693435,560.655499,space,0.1695937,None,560.6570754,561.0691149,,561.3351723,561.3351919,561.3520537,561.3520537,0.000539,561.3520537,563.0066292,200,[0.02],[-0.32666666666666666],[1],[0],[0],[1.6700012000001152],1,[1.6701521999998477],[1.6701594000001023],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,9,10,118,8,563.0190512,,563.0130601,563.0190512,563.1189593,564.0189443,564.0189443,564.1383637,space,0.111784,None,564.1399813,564.8520128,565.1520544,565.1417323,565.1417519,565.1520544,565.1520544,0.0004741,565.1520544,567.155826,900,[0.02],[-0.32666666666666666],[1],[0],[0],[2.0126038000003064],1,[2.01271639999959],[2.012721899999633],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,400,unexp,9,11,119,2,567.1688298,,567.1623758,567.1688298,567.268394,568.1683552,568.1683552,568.2550198,space,0.0755564,None,568.2566016,568.9683148,,569.2479897,569.2480079,569.2674763,569.2674763,0.0004533,569.2674763,570.737652,700,[0.02],[-0.32666666666666666],[1],[0],[0],[1.4884946000001946],1,[1.488605500000176],[1.4886107000002085],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,400,unexp,10,0,120,1,570.7513232,,570.7440669,570.7513232,570.8514249,571.7512357,571.7512357,571.855055,space,0.0952205,None,571.8567025,572.2678291,,572.5155878,572.5156073,572.5336189,572.5336189,0.0004901,572.5336189,574.0374891,700,[0.02],[-0.32666666666666666],[1],[0],[0],[1.5205025999998725],1,[1.5206088999998428],[1.5206146000000444],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,10,1,121,7,574.0509773,,574.0437621,574.0509773,574.150953,575.0507056,575.0507056,575.2038268,space,0.1400114,None,575.2053905,575.6173298,575.9499981,575.9367365,575.9367584,575.9499981,575.9499981,0.0007397,575.9499981,577.8382117,200,[0.02],[-0.32666666666666666],[1],[0],[0],[1.8999189000001024],1,[1.9000786999999946],[1.9000863000001118],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,10,2,122,5,577.8502333,,577.8450319,577.8502333,577.9505421,578.8502874,578.8502874,578.9702605,space,0.1126054,None,578.9718237,579.6834714,579.9994832,579.9756829,579.9757018,579.9994832,579.9994832,0.0006046,579.9994832,581.4032509,800,[0.02],[-0.32666666666666666],[1],[0],[0],[1.42608539999992],1,[1.4262512999998762],[1.4262585000001309],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,10,3,123,6,581.4166979,,581.4095518,581.4166979,581.5165544,582.4164286,582.4164286,582.5196796,space,0.0985275,None,582.5212983,582.6331198,,582.9195352,582.9195557,582.9325017,582.9325017,0.000528,582.9325017,584.9027248,100,[0.02],[-0.32666666666666666],[1],[0],[0],[1.981847900000048],1,[1.9819512999997642],[1.981956899999659],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,10,4,124,4,584.9163636,,584.9094736,584.9163636,585.0161397,585.9159898,585.9159898,585.9856236,space,None,None,585.9871443,586.399294,,586.6517113,586.6517309,586.6653198,586.6653198,0.0005121,586.6653198,587.7702054,800,[0.02],[-0.32666666666666666],[1],[0],[0],[1.1170670000001337],1,[1.1172249000001102],[1.1172319000002062],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,10,5,125,3,587.7825865,,587.7764736,587.7825865,587.882456,588.7823148,588.7823148,588.9186619,space,None,None,588.920209,589.0321917,,589.2696594,589.2696767,589.2822904,589.2822904,0.0004401,589.2822904,591.5521469,129,[-0.018333333333333333],[-0.4266666666666667],[1],[0],[0],[2.281301600000006],0,,,Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,10,6,126,11,591.565641,,591.558331,591.565641,591.6653291,592.5651159,592.5651159,594.0850273,space,1.5147545,None,594.0865668,594.798303,,595.0868279,595.0868482,595.0975829,595.0975829,0.0005371,595.0975829,598.3181407,300,[-0.03],[-0.275],[1],[0],[0],[3.2300091999995857],1,[3.2301158000000214],[3.230120799999895],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,400,unexp,10,7,127,0,598.3310831,,598.3245317,598.3310831,598.4311771,599.3308664,599.3308664,600.0334627,space,0.6858399,None,600.0349887,600.1475958,600.4634022,600.4398388,600.4398577,600.4634022,600.4634022,0.0004701,600.4634022,602.3509154,200,[-0.03],[-0.275],[1],[0],[0],[1.9097415999999612],1,[1.909857799999827],[1.9098633999997219],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,10,8,128,10,602.3638109,,602.3574541,602.3638109,602.4639006,603.3642353,603.3642353,603.4667927,space,0.0982608,None,603.4683801,603.8802936,604.1807044,604.169465,604.1694827,604.1807044,604.1807044,0.0004721,604.1807044,605.1831117,200,[-0.03],[-0.275],[1],[0],[0],[1.012388600000122],1,[1.0124777000000904],[1.0124832999999853],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,10,9,129,8,605.1972472,,605.1893992,605.1972472,605.2973895,606.196985,606.196985,606.2661366,space,0.0554897,None,606.267692,606.9802115,,607.2566678,607.2566865,607.2794455,607.2794455,0.0004545,607.2794455,610.1163542,125,[-0.03],[-0.275],[1],[0],[0],[2.858428300000014],1,[2.858538899999985],[2.8585445000003347],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,10,10,130,9,610.129484,,610.1230693,610.129484,610.2295612,611.1293651,611.1293651,620.2316612,space,9.0845435,None,620.233214,620.3449741,620.6609879,620.638178,620.6381967,620.6609879,620.6609879,0.0004621,620.6609879,622.3646311,100,[-0.03],[-0.275],[1],[0],[0],[1.7252962000002299],1,[1.7254155000000537],[1.7254205999997794],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,400,unexp,10,11,131,2,622.3778695,,622.3710415,622.3778695,622.4779725,623.3780346,623.3780346,623.5983334,space,0.2178267,None,623.599878,624.3110054,,624.5954786,624.5954985,624.6103818,624.6103818,0.0005297,624.6103818,626.8310172,280,[-0.03],[-0.275],[1],[0],[0],[2.234220499999992],1,[2.234326599999804],[2.234332099999847],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,11,0,132,6,626.844296,,626.8373569,626.844296,626.9439459,627.8439802,627.8439802,627.863777,space,0.0154183,None,627.865337,627.977361,628.2933003,628.2713331,628.2713521,628.2933003,628.2933003,0.0004682,628.2933003,632.6972512,590,[-0.03],[-0.275],[1],[0],[0],[4.424583699999857],1,[4.424734499999886],[4.424742000000151],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,11,1,133,5,632.7098672,,632.7036653,632.7098672,632.8098956,633.7098192,633.7098192,633.8797202,space,0.1649523,None,633.8812712,634.5929768,634.9589231,634.9465659,634.9465866,634.9589231,634.9589231,0.000529,634.9589231,636.979502,600,[-0.03],[-0.275],[1],[0],[0],[2.031610600000022],1,[2.0317159000001084],[2.0317215999998552],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,400,unexp,11,2,134,2,636.9926783,,636.9858538,636.9926783,637.0926837,637.9925737,637.9925737,638.0454038,space,0.0397162,None,638.0470017,638.7591808,639.0916288,639.0686425,639.0686629,639.0916288,639.0916288,0.0005955,639.0916288,640.8626445,100,[-0.03],[-0.275],[1],[0],[0],[1.7926633000001857],1,[1.7927678000000924],[1.792773699999998],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,11,3,135,10,640.8755989,,640.8690729,640.8755989,640.9755734,641.8754429,641.8754429,642.0459615,space,0.1662536,None,642.0475201,642.4586697,642.7745815,642.7663567,642.7663776,642.7745815,642.7745815,0.0005342,642.7745815,647.0615774,129,[-0.03],[-0.275],[1],[0],[0],[4.293784099999812],1,[4.293891700000131],[4.293897100000322],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,11,4,136,11,647.0750532,,647.0680105,647.0750532,647.1748351,648.0745492,648.0745492,699.0052697,space,50.9291949,None,699.0068266,699.7178347,700.0339686,700.0235241,700.0235431,700.0339686,700.0339686,0.000532,700.0339686,704.4536425,250,[-0.07],[-0.2683333333333333],[1],[0],[0],[4.428873900000326],1,[4.428986700000223],[4.4289920999999595],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,11,5,137,7,704.4672961,,704.4598972,704.4672961,704.567539,705.4677368,705.4677368,706.4540073,space,0.9792645,None,706.4555797,706.8671183,707.2328333,707.2153551,707.2153746,707.2328333,707.2328333,0.0005404,707.2328333,708.5033464,100,[-0.07],[-0.2683333333333333],[1],[0],[0],[1.2867621000000327],1,[1.286864499999865],[1.2868702000000667],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,11,6,138,9,708.5173154,,708.5098661,708.5173154,708.6171373,709.5166674,709.5166674,709.5867183,space,0.0665392,None,709.5884752,709.6999731,710.0158867,710.0063233,710.0063484,710.0158867,710.0158867,0.0005704,710.0158867,710.9695133,100,[-0.07],[-0.2683333333333333],[1],[0],[0],[0.9618901999997433],1,[0.9620082999999795],[0.962014199999885],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,400,unexp,11,7,139,0,710.9829485,,710.9758854,710.9829485,711.0831554,711.9833054,711.9833054,712.1192974,space,0.1308127,None,712.1208597,712.2328663,,712.5201292,712.5201486,712.5326265,712.5326265,0.0004877,712.5326265,713.6527267,100,[-0.07],[-0.2683333333333333],[1],[0],[0],[1.1313351000003422],1,[1.1314423999997416],[1.1314480999999432],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,400,unexp,11,8,140,1,713.6665442,,713.6591891,713.6665442,713.7665171,714.6657993,714.6657993,714.7688164,space,0.0865447,None,714.7703964,715.1825334,,715.4536207,715.4536415,715.4651508,715.4651508,0.000533,715.4651508,716.3186939,200,[-0.07],[-0.2683333333333333],[1],[0],[0],[0.8637644999998884],1,[0.863868999999795],[0.8638743000001341],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,11,9,141,4,716.3325185,,716.3246287,716.3325185,716.4328471,717.332087,717.332087,717.5200682,space,0.1868892,None,717.5216673,717.9321321,,718.2093352,718.2093539,718.2314365,718.2314365,0.0004823,718.2314365,751.4309207,700,[-0.07],[-0.2683333333333333],[1],[0],[0],[33.220404900000176],1,[33.220519100000274],[33.22052430000031],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,11,10,142,3,751.4445006,,751.4375167,751.4445006,751.5446174,752.4447116,752.4447116,752.5139204,space,0.060427,None,752.5154477,752.6279322,752.9436675,752.9287314,752.9287507,752.9436675,752.9436675,0.0005345,752.9436675,754.764138,100,[-0.07],[-0.2683333333333333],[1],[0],[0],[1.8340551000001142],1,[1.834148400000231],[1.834154099999978],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,11,11,143,8,754.7775558,,754.7707102,754.7775558,754.8774105,755.7773891,755.7773891,755.9466874,space,0.1600487,None,755.9482452,756.6611984,,756.9021609,756.90218,756.9104755,756.9104755,0.0004644,756.9104755,758.5634031,100,[-0.07],[-0.2683333333333333],[1],[0],[0],[1.660034099999848],1,[1.6601518999996188],[1.6601576999996723],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,12,0,144,3,758.5771698,,758.5698245,758.5771698,758.6769096,759.5768225,759.5768225,759.6479978,space,0.0677379,None,759.6496395,759.760086,,760.0325766,760.0325971,760.0426637,760.0426637,0.0005358,760.0426637,761.9796097,150,[-0.08833333333333333],[-0.27666666666666667],[1],[0],[0],[1.9457660999996733],1,[1.945868999999675],[1.9458748999995805],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,12,1,145,10,761.9933292,,761.9860143,761.9933292,762.0934427,762.9929487,762.9929487,763.0632283,space,0.0621983,None,763.0647647,763.4764316,763.8254562,763.8070475,763.8070684,763.8254562,763.8254562,0.0005774,763.8254562,765.1791038,300,[-0.08833333333333333],[-0.27666666666666667],[1],[0],[0],[1.3706946999996035],1,[1.3707970999998906],[1.370802299999923],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,12,2,146,6,765.1927414,,765.1853287,765.1927414,765.2927111,766.1926104,766.1926104,766.3123029,space,0.1083694,None,766.3138317,766.4258631,766.7420879,766.7281267,766.7281473,766.7420879,766.7420879,0.0006093,766.7420879,767.7290829,200,[-0.08833333333333333],[-0.27666666666666667],[1],[0],[0],[0.9995743999998012],1,[0.9996750000000247],[0.9996811000000889],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,400,unexp,12,3,147,0,767.742733,,767.7355798,767.742733,767.8425228,768.7422498,768.7422498,768.795101,space,0.0390833,None,768.7966498,768.9090527,,769.1686924,769.1687122,769.191447,769.191447,0.0004813,769.191447,770.7951856,500,[-0.08833333333333333],[-0.27666666666666667],[1],[0],[0],[1.6253219000000172],1,[1.625427899999977],[1.6254330000001573],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,12,4,148,7,770.8086455,,770.8015002,770.8086455,770.9090943,771.8085784,771.8085784,771.9456214,space,0.1283717,None,771.9472109,772.3585415,,772.6095952,772.6096152,772.6243967,772.6243967,0.0005229,772.6243967,773.8949839,700,[-0.08833333333333333],[-0.27666666666666667],[1],[0],[0],[1.284044399999857],1,[1.2841628999999557],[1.2841685000003054],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,12,5,149,5,773.9085173,,773.9013838,773.9085173,774.0081832,774.9081353,774.9081353,775.0456545,space,0.1203204,None,775.0472594,775.7579616,776.0749204,776.0549624,776.0549821,776.0749204,776.0749204,0.0004814,776.0749204,778.7785694,200,[-0.08833333333333333],[-0.27666666666666667],[1],[0],[0],[2.7222195999997894],1,[2.7223783999997977],[2.7223862000000736],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,400,unexp,12,6,150,1,778.7908242,,778.7851401,778.7908242,778.8909777,779.7908419,779.7908419,779.827036,space,0.0264076,None,779.8285841,780.2406345,780.5567739,780.5450517,780.5450722,780.5567739,780.5567739,0.0005666,780.5567739,781.4105219,100,[-0.095],[-0.2733333333333333],[1],[0],[0],[0.8641516000002412],1,[0.8642570999995769],[0.8642627999997785],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,400,unexp,12,7,151,2,781.4242289,,781.4168468,781.4242289,781.5239262,782.4240569,782.4240569,782.4945061,space,0.0532222,None,782.4960893,783.2071478,,783.4674119,783.4674309,783.4896708,783.4896708,0.0004633,783.4896708,785.3614934,350,[-0.095],[-0.2733333333333333],[1],[0],[0],[1.8927084000001742],1,[1.8928679000000557],[1.8928753999998662],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,12,8,152,11,785.3733496,,785.3678379,785.3733496,785.4735375,786.3732758,786.3732758,786.4930444,space,0.1161466,None,786.4946122,787.2066928,787.5226858,787.5074176,787.5074377,787.5226858,787.5226858,0.0005245,787.5226858,788.8926292,400,[-0.095],[-0.2733333333333333],[1],[0],[0],[1.383890699999938],1,[1.3839979999997922],[1.3840036999999938],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,12,9,153,8,788.9063226,,788.8988972,788.9063226,789.0062612,789.906706,789.906706,789.9757385,space,0.0593655,None,789.9773075,790.6893488,,790.9722163,790.972239,790.9886249,790.9886249,0.000549,790.9886249,792.7100646,100,[-0.095],[-0.2733333333333333],[1],[0],[0],[1.7363439999999173],1,[1.736520500000097],[1.7365311000003203],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,12,10,154,4,792.7225756,,792.7172994,792.7225756,792.8225496,793.72227,793.72227,794.0754242,space,0.3369393,None,794.0769731,794.4888432,,794.7725659,794.7725859,794.7883482,794.7883482,0.0005278,794.7883482,795.959416,100,[-0.095],[-0.2733333333333333],[1],[0],[0],[1.185386500000277],1,[1.1855397999997876],[1.185547200000201],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,12,11,155,9,795.9724391,,795.966019,795.9724391,796.0722705,796.971823,796.971823,797.2081151,space,0.2299504,None,797.2096654,797.321802,797.6379616,797.6255019,797.6255226,797.6379616,797.6379616,0.0005416,797.6379616,798.8748188,100,[-0.095],[-0.2733333333333333],[1],[0],[0],[1.2479746999997587],1,[1.2480819000002157],[1.2480874000002586],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,13,0,156,10,798.8883536,,798.8810783,798.8883536,798.9883702,799.8882241,799.8882241,799.9918083,space,0.0967921,None,799.9933689,800.4053119,800.7046934,800.693131,800.6931489,800.7046934,800.7046934,0.0004644,800.7046934,802.5911656,100,[-0.095],[-0.2733333333333333],[1],[0],[0],[1.8968211000001247],1,[1.8969226999997773],[1.8969280000001163],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,13,1,157,4,802.6046918,,802.5978673,802.6046918,802.7048291,803.6046714,803.6046714,803.8238617,space,0.2118626,None,803.8254405,804.2376419,,804.4977239,804.4977465,804.5203352,804.5203352,0.0004696,804.5203352,806.2239233,100,[-0.095],[-0.2733333333333333],[1],[0],[0],[1.7248718999999255],1,[1.7249793000000864],[1.7249848000001293],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,400,unexp,13,2,158,0,806.2378077,,806.2302523,806.2378077,806.3373689,807.2375325,807.2375325,807.6909081,space,0.4408888,None,807.6924804,807.8037588,,808.0692227,808.0692439,808.0864932,808.0864932,0.0005387,808.0864932,812.5064389,580,[-0.095],[-0.2733333333333333],[1],[0],[0],[4.435817300000053],1,[4.435905899999852],[4.435911799999758],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,13,3,159,5,812.5198077,,812.5129512,812.5198077,812.6201063,813.5196653,813.5196653,813.6728376,space,0.1458285,None,813.6744286,814.3863779,,814.6481235,814.648143,814.6690838,814.6690838,0.0004885,814.6690838,816.4576353,128,[-0.095],[-0.2733333333333333],[1],[0],[0],[1.8081237000001238],1,[1.808286599999974],[1.8082942999999432],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,13,4,160,9,816.4694112,,816.4641378,816.4694112,816.5693955,817.4695751,817.4695751,817.5397492,space,0.0673054,None,817.5413872,817.6525603,817.9684917,817.9493861,817.9494055,817.9684917,817.9684917,0.0004653,817.9684917,820.139099,288,[-0.095],[-0.2733333333333333],[1],[0],[0],[2.18839300000036],1,[2.1885004000000663],[2.188505499999792],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,13,5,161,6,820.1521936,,820.145331,820.1521936,820.2523267,821.1520495,821.1520495,821.2558912,space,0.0983499,None,821.2574374,821.3687218,821.6687369,821.6582071,821.6582265,821.6687369,821.6687369,0.0004728,821.6687369,824.5383211,170,[-0.095],[-0.2733333333333333],[1],[0],[0],[2.878971599999659],1,[2.879079400000137],[2.879084800000328],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,400,unexp,13,6,162,2,824.5515723,,824.5447663,824.5515723,824.6518007,825.5516128,825.5516128,825.8065295,space,0.2459134,None,825.8099203,826.5182221,,826.805426,826.8054445,826.8183377,826.8183377,0.0005145,826.8183377,830.3872987,300,[-0.11666666666666667],[-0.29333333333333333],[1],[0],[0],[3.580575499999668],1,[3.5806738000001133],[3.5806790999999976],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,13,7,163,3,830.4009556,,830.393685,830.4009556,830.5009206,831.4011047,831.4011047,831.5704189,space,0.166887,None,831.5719827,831.6839441,,831.9593254,831.9593452,831.9833451,831.9833451,0.0004783,831.9833451,833.3214516,100,[-0.11666666666666667],[-0.29333333333333333],[1],[0],[0],[1.3607909999996082],1,[1.3609363000000485],[1.3609436000001551],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,13,8,164,7,833.3341197,,833.3276986,833.3341197,833.4339277,834.3336776,834.3336776,834.3874176,space,0.0444652,None,834.38901,834.80031,835.1164964,835.0942286,835.0942469,835.1164964,835.1164964,0.0004609,835.1164964,837.0702651,190,[-0.13333333333333333],[-0.31333333333333335],[1],[0],[0],[1.9748443999997107],1,[1.9749554999998509],[1.9749606999998832],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
