delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,Fixation.started,polygon.started,key_resp.started,Fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,beep.started,beeeep.started,beeeep.stopped,beep.stopped,response.started,text.started,textbox.started,mouse.started,button.started,response.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart
0.1,1000,exp,4,3,51,9,270.2237822,,270.2165035,270.2237822,270.3237868,271.2240328,271.2240328,271.2607937,space,0.0288085,None,271.2624424,271.3734714,,271.6604538,271.6604748,271.6729188,271.6729188,0.0005503,271.6729188,273.227816,100,[0.02],[-0.32666666666666666],[1],[0],[0],[1.5658700999999837],1,[1.56601569999998],[1.5660235000000284],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,400,unexp,4,4,52,1,273.2399881,,273.2342139,273.2399881,273.3401876,274.2398773,274.2398773,274.2594827,space,0.0031193,None,274.2610651,274.6734086,274.9892336,274.9790507,274.9790714,274.9892336,274.9892336,0.0005396,274.9892336,276.6262597,200,[0.02],[-0.32666666666666666],[1],[0],[0],[1.6458929999998873],1,[1.6460030000000643],[1.6460087000000385],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,4,5,53,3,276.6395741,,276.6327207,276.6395741,276.7396029,277.6395113,277.6395113,277.7093831,space,0.0600599,None,277.7109545,277.8227187,,278.0948383,278.0948582,278.1053665,278.1053665,0.0016102,278.1053665,279.8593032,100,[0.02],[-0.32666666666666666],[1],[0],[0],[1.7621119999998882],1,[1.7621495000000778],[1.7621549000000414],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,4,6,54,6,279.8725507,,279.8656692,279.8725507,279.9727465,280.8725924,280.8725924,280.9761788,space,None,None,280.9777321,281.0890879,281.4383839,281.4154028,281.4154236,281.4383839,281.4383839,0.0005789,281.4383839,283.008347,100,[0.02],[-0.32666666666666666],[1],[0],[0],[1.5916389999999865],1,[1.5917421999999988],[1.591747899999973],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,4,7,55,7,283.022054,,283.0147691,283.022054,283.1224212,284.0217541,284.0217541,284.1262146,space,0.1035704,None,284.1293044,284.5385373,284.8545332,284.8320853,284.8321029,284.8545332,284.8545332,0.0004628,284.8545332,286.8582911,20,[0.02],[-0.32666666666666666],[1],[0],[0],[2.0250009999999747],1,[2.025115799999867],[2.0251215000000684],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,4,8,56,8,286.8716048,,286.8645525,286.8716048,286.9716447,287.8713465,287.8713465,287.9579373,space,0.0763486,None,287.9594664,288.6712845,,288.9422827,288.9423024,288.9539704,288.9539704,0.0005374,288.9539704,290.924322,10,[0.02],[-0.32666666666666666],[1],[0],[0],[1.9806823999999779],1,[1.9807894000000488],[1.9807948999998644],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,4,9,57,10,290.937719,,290.9307316,290.937719,291.0377915,291.937418,291.937418,292.1079204,space,0.1580774,None,292.1095733,292.5208201,,292.7807913,292.7808106,292.8032358,292.8032358,0.0004579,292.8032358,294.3405027,200,[0.02],[-0.32666666666666666],[1],[0],[0],[1.5585435999998936],1,[1.5586495000000014],[1.5586547000000337],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,4,10,58,11,294.3540805,,294.3468357,294.3540805,294.4545076,295.3544481,295.3544481,295.7569354,space,0.3976511,None,295.7584852,296.4705286,,296.7361459,296.7361657,296.7529345,296.7529345,0.0005575,296.7529345,298.3731856,100,[0.02],[-0.32666666666666666],[1],[0],[0],[1.6356984999999895],1,[1.6358072000000448],[1.6358130000000983],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,4,11,59,5,298.3870277,,298.3798481,298.3870277,298.4867759,299.3866885,299.3866885,299.5228085,space,0.1243569,None,299.5243779,300.2366517,,300.5141911,300.5142103,300.5357455,300.5357455,0.0004626,300.5357455,302.0561526,20,[0.02],[-0.32666666666666666],[1],[0],[0],[1.5407173999999486],1,[1.5408313000000362],[1.5408371000000898],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,5,0,60,8,302.0699134,,302.0625776,302.0699134,302.1695469,303.0694159,303.0694159,303.1892944,space,0.106921,None,303.1908511,303.9025937,304.202617,304.1911238,304.1911417,304.202617,304.202617,0.0005323,304.202617,305.7886223,500,[0.02],[-0.32666666666666666],[1],[0],[0],[1.5961844999999357],1,[1.5962859999999637],[1.596291299999848],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,5,1,61,11,305.8024771,,305.7949832,305.8024771,305.9023975,306.8022748,306.8022748,306.9382449,space,0.1272141,None,306.939779,307.6521545,,307.9001744,307.9001948,307.9181663,307.9181663,0.0005151,307.9181663,309.4051148,200,[0.02],[-0.32666666666666666],[1],[0],[0],[1.5037031000001662],1,[1.5038146000001689],[1.5038199000000532],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,5,2,62,10,309.4185434,,309.4116853,309.4185434,309.5186932,310.4183365,310.4183365,310.4553346,space,0.0271421,None,310.4569264,310.8684408,311.1683695,311.15899,311.1590075,311.1683695,311.1683695,0.0004844,311.1683695,313.1715034,10,[0.02],[-0.32666666666666666],[1],[0],[0],[2.0111614999998437],1,[2.011272700000063],[2.0112783000001855],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,5,3,63,5,313.1847614,,313.1779834,313.1847614,313.2846995,314.1845553,314.1845553,314.2709439,space,0.0786979,None,314.2725381,314.984586,,315.2362097,315.2362292,315.2505173,315.2505173,0.000527,315.2505173,316.0878056,400,[0.02],[-0.32666666666666666],[1],[0],[0],[0.8502662000000782],1,[0.850372200000038],[0.850377700000081],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,400,unexp,5,4,64,0,316.1011924,,316.0941672,316.1011924,316.2015764,317.1010092,317.1010092,317.1382251,space,0.0311101,None,317.139814,317.2513429,,317.5236277,317.5236485,317.5504761,317.5504761,0.0007783,317.5504761,325.2199742," 160
",[0.02],[-0.32666666666666666],[1],[0],[0],[7.694807899999887],1,[7.694346200000155],[7.6943518000000495],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,5,5,65,6,325.2338176,,325.2264508,325.2338176,325.3336197,326.2333804,326.2333804,326.4538448,space,0.2167738,None,326.4553976,326.5667362,,326.8193265,326.8193461,326.8323204,326.8323204,0.0005289,326.8323204,330.7856728,10,[0.02],[-0.32666666666666666],[1],[0],[0],[3.965087799999992],1,[3.965197400000079],[3.9652032000001327],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,400,unexp,5,6,66,1,330.7993005,,330.7919975,330.7993005,330.8991316,331.7995322,331.7995322,333.3360487,space,1.5231216,None,333.3375762,333.7488021,,334.0202932,334.0203132,334.0316199,334.0316199,0.000524,334.0316199,335.701905,20,[0.02],[-0.32666666666666666],[1],[0],[0],[1.6803476000000046],1,[1.6804557999998906],[1.680461699999796],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,5,7,67,9,335.7152624,,335.7085386,335.7152624,335.8155043,336.7151639,336.7151639,336.834351,space,0.1043231,None,336.8359279,336.9482864,337.2645025,337.249624,337.2496501,337.2645025,337.2645025,0.0005644,337.2645025,338.3860088,10,[0.02],[-0.32666666666666666],[1],[0],[0],[1.13491369999997],1,[1.1350755999999365],[1.135083300000133],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,400,unexp,5,8,68,2,338.3982948,,338.3925352,338.3982948,338.4983224,339.3981684,339.3981684,339.5509404,space,0.1432638,None,339.5524688,340.264604,340.5807137,340.5675323,340.5675511,340.5807137,340.5807137,0.0005262,340.5807137,345.1839494,250,[0.02],[-0.32666666666666666],[1],[0],[0],[4.615161299999954],1,[4.615272600000026],[4.615278800000169],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,5,9,69,7,345.197362,,345.1904118,345.197362,345.2973438,346.1971692,346.1971692,346.2176409,space,0.0101037,None,346.2191733,346.6304042,,346.8953484,346.8953681,346.9132664,346.9132664,0.0005049,346.9132664,347.9336951,100,[0.02],[-0.32666666666666666],[1],[0],[0],[1.0370723000000908],1,[1.0371790000003784],[1.0371844999999666],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,5,10,70,3,347.9471313,,347.9401003,347.9471313,348.0469856,348.946868,348.946868,349.1161839,space,0.1601329,None,349.1177241,349.2300981,,349.5194155,349.5194362,349.5297373,349.5297373,0.0005497,349.5297373,351.1995394,90,[0.02],[-0.32666666666666666],[1],[0],[0],[1.678825400000278],1,[1.6789309999999205],[1.6789364999999634],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,5,11,71,4,351.2135516,,351.2059604,351.2135516,351.3133003,352.2130126,352.2130126,352.2329057,space,0.0155605,None,352.2344957,352.6463805,352.9629226,352.9489342,352.9489535,352.9629226,352.9629226,0.0004584,352.9629226,357.2500792,400,[0.02],[-0.32666666666666666],[1],[0],[0],[4.299770600000102],1,[4.299918499999876],[4.299925999999687],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,6,0,72,8,357.262511,,357.2565327,357.262511,357.3624253,358.2622605,358.2622605,358.2653421,space,0.0019795,None,358.2668785,358.9790414,359.2948253,359.2790111,359.2790313,359.2948253,359.2948253,0.0005534,359.2948253,360.6658649,600,[0.02],[-0.32666666666666666],[1],[0],[0],[1.3854727999996612],1,[1.3855846999999812],[1.3855904000001829],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,6,1,73,11,360.6785117,,360.6722235,360.6785117,360.7790039,361.6784426,361.6784426,361.7147624,space,0.0226168,None,361.7163417,362.4287349,362.7444196,362.7260567,362.7260755,362.7444196,362.7444196,0.0005221,362.7444196,363.7993245,800,[0.02],[-0.32666666666666666],[1],[0],[0],[1.0720121000003928],1,[1.0721417999998266],[1.0721476999997321],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,400,unexp,6,2,74,1,363.8114733,,363.8056805,363.8114733,363.9122636,364.811396,364.811396,364.9978348,space,0.1809265,None,364.9993831,365.4113519,365.7272341,365.7100684,365.7100873,365.7272341,365.7272341,0.0005075,365.7272341,366.7810401,100,[0.02],[-0.32666666666666666],[1],[0],[0],[1.0696376000000782],1,[1.0697470999998586],[1.069752299999891],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,6,3,75,10,366.7945748,,366.787467,366.7945748,366.8945218,367.7947739,367.7947739,367.8306778,space,0.028726,None,367.8322352,368.2441761,,368.5330914,368.5331118,368.5435775,368.5435775,0.0005295,368.5435775,369.5811187,100,[0.02],[-0.32666666666666666],[1],[0],[0],[1.0467430999997305],1,[1.0468525999999656],[1.046857799999998],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,400,unexp,6,4,76,0,369.5941385,,369.5877294,369.5941385,369.694317,370.5941714,370.5941714,370.6969785,space,0.0927685,None,370.6985038,370.8105676,371.1109063,371.0988543,371.0988729,371.1109063,371.1109063,0.0005867,371.1109063,374.6464171,50,[0.02],[-0.32666666666666666],[1],[0],[0],[3.5462006999996447],1,[3.5463011000001643],[3.5463066000002073],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,6,5,77,9,374.6602586,,374.6529322,374.6602586,374.7604953,375.6599202,375.6599202,375.9295436,space,0.2532261,None,375.9310832,376.0438931,376.3924488,376.3798882,376.3799089,376.3924488,376.3924488,0.0005416,376.3924488,377.5133683,10,[0.02],[-0.32666666666666666],[1],[0],[0],[1.1321447000000262],1,[1.1322413000002598],[1.132246699999996],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,6,6,78,5,377.5264963,,377.520059,377.5264963,377.626398,378.526457,378.526457,378.6124852,space,0.0700051,None,378.6140656,379.3261011,,379.5812439,379.5812641,379.5921667,379.5921667,0.0005259,379.5921667,382.0621166,200,[0.02],[-0.32666666666666666],[1],[0],[0],[2.47959340000034],1,[2.4797615000002224],[2.4797671000001174],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,6,7,79,7,382.0757531,,382.0689165,382.0757531,382.1761382,383.0757702,383.0757702,383.0953019,space,0.0050079,None,383.0968987,383.5090223,,383.7849049,383.7849238,383.8082149,383.8082149,0.0004578,383.8082149,384.6617575,100,[0.02],[-0.32666666666666666],[1],[0],[0],[0.8756422000001294],1,[0.875746799999888],[0.8757521999996243],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,6,8,80,4,384.6756512,,384.6681945,384.6756512,384.7754338,385.6754019,385.6754019,385.7615547,space,0.080388,None,385.7631145,386.1751914,386.4913201,386.477149,386.4771678,386.4913201,386.4913201,0.0005314,386.4913201,387.3281824,10,[0.02],[-0.32666666666666666],[1],[0],[0],[0.8496863999998823],1,[0.8497922999999901],[0.849797800000033],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,6,9,81,3,387.341893,,387.334543,387.341893,387.441894,388.3416402,388.3416402,388.3782396,space,0.0344866,None,388.3797874,388.4916719,388.8077427,388.7889155,388.788934,388.8077427,388.8077427,0.0004741,388.8077427,390.395941,10,[0.02],[-0.32666666666666666],[1],[0],[0],[1.6056713999996646],1,[1.6057944999997744],[1.605800100000124],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,6,10,82,6,390.4080139,,390.402372,390.4080139,390.5081552,391.4080069,391.4080069,391.7781682,space,0.3639659,None,391.7797408,391.8913283,,392.1422388,392.1422586,392.1572436,392.1572436,0.0005274,392.1572436,393.8775211,20-,[0.02],[-0.32666666666666666],[1],[0],[0],[1.7340110000000095],1,[1.7341185000000223],[1.7341237000000547],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,400,unexp,6,11,83,2,393.8909972,,393.8839038,393.8909972,393.9910448,394.8908504,394.8908504,395.2944044,space,0.4024142,None,395.2959649,396.0073636,396.3232745,396.3002626,396.3002819,396.3232745,396.3232745,0.0005106,396.3232745,399.5942301,150,[0.02],[-0.32666666666666666],[1],[0],[0],[3.2925201000002744],1,[3.292668000000049],[3.292675000000145],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,7,0,84,3,399.607538,,399.6007413,399.607538,399.7070146,400.6067848,400.6067848,400.6440141,space,None,None,400.645555,400.7567636,,401.0330024,401.0330216,401.0559357,401.0559357,0.0007152,401.0559357,402.0596865,10,[0.02],[-0.32666666666666666],[1],[0],[0],[1.0250909999999749],1,[1.0251149999999143],[1.025122999999894],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,7,1,85,8,402.0735383,,402.0663602,402.0735383,402.1732489,403.0731378,403.0731378,403.0938766,space,0.0041173,None,403.0956413,403.8064588,404.1221905,404.1029371,404.1029564,404.1221905,404.1221905,0.0005306,404.1221905,405.1425145,20,[0.02],[-0.32666666666666666],[1],[0],[0],[1.0383614000002126],1,[1.0384738999996443],[1.038479499999994],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,7,2,86,6,405.1560622,,405.148754,405.1560622,405.2562337,406.1559304,406.1559304,406.1766671,space,0.0129347,None,406.1781856,406.2893492,406.6052645,406.5948353,406.5948566,406.6052645,406.6052645,0.0005369,406.6052645,408.0422659,10,[0.02],[-0.32666666666666666],[1],[0],[0],[1.4461403999998765],1,[1.4462469000000056],[1.4462526999996044],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,400,unexp,7,3,87,0,408.0558937,,408.0487164,408.0558937,408.1557984,409.0555973,409.0555973,409.1084202,space,0.0376246,None,409.1099868,409.2225063,409.5882131,409.5758357,409.5758607,409.5882131,409.5882131,0.0005581,409.5882131,412.0584288,56,[0.02],[-0.32666666666666666],[1],[0],[0],[2.48120629999994],1,[2.481272099999842],[2.481277399999726],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,7,4,88,11,412.0720771,,412.0658829,412.0720771,412.1719738,413.072049,413.072049,413.1248989,space,0.0489779,None,413.1264849,413.8382866,414.1554903,414.1320425,414.1320607,414.1554903,414.1554903,0.0004782,414.1554903,416.8412867,156,[0.02],[-0.32666666666666666],[1],[0],[0],[2.707991899999797],1,[2.7080989999999474],[2.7081044999999904],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,400,unexp,7,5,89,2,416.8546111,,416.8475793,416.8546111,416.9549901,417.8545947,417.8545947,418.0077189,space,0.1504053,None,418.0092558,418.721182,419.0371289,419.017842,419.0178594,419.0371289,419.0371289,0.0004785,419.0371289,419.9743843,450,[0.02],[-0.32666666666666666],[1],[0],[0],[0.9552764000000025],1,[0.9553965999998582],[0.955402299999605],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,7,6,90,10,419.9875485,,419.9808962,419.9875485,420.0876105,420.9874039,420.9874039,421.0245661,space,0.0278444,None,421.0260952,421.4376802,421.7532443,421.7444497,421.7444708,421.7532443,421.7532443,0.0005527,421.7532443,422.9236368,10,[0.02],[-0.32666666666666666],[1],[0],[0],[1.1778819999999541],1,[1.1779881999996178],[1.1779935999998088],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,7,7,91,5,422.9371346,,422.9300608,422.9371346,423.0381219,423.9371296,423.9371296,424.057813,space,0.1148178,None,424.0594368,424.770211,,425.0191692,425.0191898,425.0362957,425.0362957,0.0008968,425.0362957,426.1743679,700,[0.02],[-0.32666666666666666],[1],[0],[0],[1.153397600000062],1,[1.1535613000000922],[1.1535685000003468],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,7,8,92,9,426.1867151,,426.1809151,426.1867151,426.2868967,427.186635,427.186635,427.2062918,space,0.0107192,None,427.2078419,427.3200035,427.6359839,427.617728,427.6177456,427.6359839,427.6359839,0.0004973,427.6359839,430.4732476,300,[0.02],[-0.32666666666666666],[1],[0],[0],[2.854275499999858],1,[2.854410899999948],[2.8544173999998748],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,7,9,93,7,430.486202,,430.4797147,430.486202,430.5862149,431.48633,431.48633,431.5390084,space,0.0403656,None,431.5405806,431.9528475,,432.2224244,432.2224421,432.2352374,432.2352374,0.0005267,432.2352374,433.5567957,100,[0.02],[-0.32666666666666666],[1],[0],[0],[1.3331711000000723],1,[1.3332846999996946],[1.3332900999998856],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,400,unexp,7,10,94,1,433.5692827,,433.5631081,433.5692827,433.6692092,434.5689407,434.5689407,434.6219869,space,0.0374528,None,434.6234774,435.0355208,,435.3150854,435.3151047,435.335037,435.335037,0.0004778,435.335037,436.2217791,100,[0.02],[-0.32666666666666666],[1],[0],[0],[0.9054278999997223],1,[0.9055295999996815],[0.9055350999997245],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,7,11,95,4,436.235576,,436.22844,436.235576,436.3353215,437.2353645,437.2353645,437.3550836,space,0.1155276,None,437.3567016,437.7687655,,438.0209968,438.0210169,438.0345134,438.0345134,0.0005167,438.0345134,440.2212698,100,[0.02],[-0.32666666666666666],[1],[0],[0],[2.199026100000083],1,[2.1991299000001163],[2.1991351000001487],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,8,0,96,9,440.2351015,,440.2282358,440.2351015,440.3349201,441.2348345,441.2348345,441.2542771,space,0.0076766,None,441.2558254,441.3684615,,441.6309658,441.6309827,441.6505856,441.6505856,0.0004598,441.6505856,443.1212033,290,[0.02],[-0.32666666666666666],[1],[0],[0],[1.488949799999773],1,[1.4890497000001233],[1.4890551000003143],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,8,1,97,6,443.1345769,,443.1275852,443.1345769,443.2350097,444.1346906,444.1346906,444.2214737,space,0.0740738,None,444.2230211,444.3344682,,444.5853558,444.5853757,444.600484,444.600484,0.0005369,444.600484,447.4207877,190,[0.02],[-0.32666666666666666],[1],[0],[0],[2.8340313000003334],1,[2.8341418999998496],[2.8341473999998925],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,400,unexp,8,2,98,0,447.4340983,,447.4272297,447.4340983,447.5341059,448.4339553,448.4339553,448.5203421,space,0.0826589,None,448.5219156,448.6338338,448.9498327,448.9396805,448.9397012,448.9498327,448.9498327,0.000766,448.9498327,450.3704785,200,[0.02],[-0.32666666666666666],[1],[0],[0],[1.4292373999996926],1,[1.4290734000001066],[1.4290789000001496],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,8,3,99,4,450.3837094,,450.3771182,450.3837094,450.4837903,451.3835635,451.3835635,451.802937,space,0.4097527,None,451.8044831,452.2166045,452.565809,452.5427861,452.5428073,452.565809,452.565809,0.0005406,452.565809,454.7193927,160,[0.02],[-0.32666666666666666],[1],[0],[0],[2.1752920999997514],1,[2.1753984000001765],[2.17540340000005],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,8,4,100,10,454.7330192,,454.7257839,454.7330192,454.8330623,455.7330272,455.7330272,455.7856815,space,0.0376394,None,455.78726,456.1995935,,456.4708281,456.4708486,456.4822225,456.4822225,0.0005405,456.4822225,458.6702037,79,[0.02],[-0.32666666666666666],[1],[0],[0],[2.198012700000163],1,[2.198170499999833],[2.198177400000077],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,400,unexp,8,5,101,1,458.6824849,,458.676425,458.6824849,458.782507,459.6827007,459.6827007,459.7019955,space,0.0155883,None,459.7035343,460.1155817,460.4318193,460.4185074,460.4185277,460.4318193,460.4318193,0.0005162,460.4318193,461.5019608,120,[0.02],[-0.32666666666666666],[1],[0],[0],[1.0822769999999764],1,[1.0823834000002535],[1.0823886000002858],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.4,1000,exp,8,6,102,7,461.515402,,461.5084288,461.515402,461.6160144,462.5154575,462.5154575,462.5515335,space,0.0228732,None,462.5531323,462.9652816,463.3147723,463.2957468,463.2957677,463.3147723,463.3147723,0.0005726,463.3147723,464.5692528,800,[0.02],[-0.32666666666666666],[1],[0],[0],[1.2721825999997236],1,[1.2722951000000648],[1.2723007999998117],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,400,unexp,8,7,103,2,464.581753,,464.5754251,464.581753,464.681784,465.5816416,465.5816416,465.6010047,space,0.0084548,None,465.6025917,466.3148228,,466.5587991,466.5588219,466.5812087,466.5812087,0.0004746,466.5812087,467.3510913,10,[0.02],[-0.32666666666666666],[1],[0],[0],[0.7910912000002099],1,[0.7912033000002339],[0.7912086999999701],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,8,8,104,5,467.3646858,,467.3575405,467.3646858,467.4647552,468.3645823,468.3645823,468.4005058,space,0.0290726,None,468.4020889,469.1145342,,469.4022922,469.4023122,469.413737,469.413737,0.0005347,469.413737,470.3009435,20,[0.02],[-0.32666666666666666],[1],[0],[0],[0.8973555999996279],1,[0.8974626999997781],[0.8974683999999797],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.1,1000,exp,8,9,105,3,470.3145037,,470.3073427,470.3145037,470.4144862,471.3141729,471.3141729,471.3343203,space,0.0160708,None,471.3358675,471.4475306,,471.7327574,471.7327772,471.7468899,471.7468899,0.0005283,471.7468899,473.6849179,97,[0.02],[-0.32666666666666666],[1],[0],[0],[1.9508341999999175],1,[1.9509954999998627],[1.9510028999998212],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,8,10,106,8,473.6973522,,473.6913376,473.6973522,473.7974366,474.6974509,474.6974509,474.7343441,space,0.028436,None,474.7359806,475.4472326,,475.725055,475.7250736,475.7463909,475.7463909,0.000483,475.7463909,480.3833803,10,[0.02],[-0.32666666666666666],[1],[0],[0],[4.657090000000153],1,[4.657185600000048],[4.657190899999932],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
0.7,1000,exp,8,11,107,11,480.3964565,,480.3899096,480.3964565,480.4965142,481.3962442,481.3962442,498.296727,space,16.8886098,None,498.2983131,499.0104679,499.3265778,499.3027393,499.3027587,499.3265778,499.3265778,0.000486,499.3265778,500.4986426,80,[0.02],[-0.32666666666666666],[1],[0],[0],[1.1946081999999478],1,[1.1947157999998126],[1.1947215999998662],Final,1,2024-11-13_22h22.56.541,binding,2024.1.5,None,2024-11-13 22h25.19.013376 +0530
